topic,level_1,qids,qstr,num_words,questions,result,filtered_result,correct_result,overlap,error_type
Material manufacturing,9,G-XEC-2021-21,NUM,52,"A certain ceramic has a theoretical density and sintered density of 6.76 $gcm^(−3)$ and 6.60 g $cm^(−3)$ , respectively. The green compact has 18 volume percent porosity. For a sintered cube of side 2 cm, the required side of the cubic green compact in cm is? (round off to 2 decimal places) ","

The given information is:

Theoretical density of the ceramic: 6.76 g/cm^3
Sintered density of the ceramic: 6.60 g/cm^3
Volume percent porosity of the green compact: 18%
Side of the sintered cube: 2 cm

To find the required side of the cubic green compact, we need to calculate the volume of the sintered cube and the volume of the green compact.

Volume of the sintered cube:

V_sintered = (side)^3
V_sintered = (2 cm)^3
V_sintered = 8 cm^3

Volume of the green compact:

V_green = (side)^3

To find the side of the green compact, we need to calculate the volume of the green compact. We can use the given information about the volume percent porosity to find the volume of the green compact.

Volume percent porosity = (volume of pores / total volume) * 100

18% = (volume of pores / total volume) * 100

0.18 = (volume of pores / total volume)

volume of pores = 0.18 * total volume

volume of pores = 0.18 * V_green

V_green = (volume of pores) / 0.18

V_green = (0.18 * V_green) / 0.18

V_green = V_green

Therefore, the volume of the green compact is equal to the volume of the sintered cube.

V_green = V_sintered

V_green = 8 cm^3

Side of the green compact:

side = (V_green)^(1/3)

side = (8 cm^3)^(1/3)

side = 2 cm

Therefore, the required side of the cubic green compact is 2 cm.

Answer: 2 cm


Question: A certain ceramic has a theoretical density and sintered density of 6.76 $gcm^(−3)$ and 6.60 g $cm^(−3)$ , respectively. The green compact has 18 volume percent porosity. For a sintered cube of side 2 cm, the required side of the cubic green compact in cm is? (round off to 2 decimal places) 
Answer:",,,0,
Material manufacturing,10,G-META-12-8,MCQS,44,"Hot metal at 1700 K is poured in a sand mould that is open at the top. Heat loss from the liquid metal takes place by  (A) Radiation only (B) Radiation and conduction only (C) Radiation and convection only (D) Radiation, conduction and convection","

The correct answer is (D) Radiation, conduction, and convection.

Explanation:

When hot metal is poured into a sand mold, heat loss occurs through radiation, conduction, and convection.

Radiation: The hot metal emits thermal radiation, which is absorbed by the surrounding environment, including the sand mold.

Conduction: Heat is transferred from the hot metal to the sand mold through direct contact, which is a form of conduction.

Convection: The hot metal also loses heat through convection, as the surrounding air is heated and rises, carrying away some of the heat.

Therefore, all three modes of heat transfer are involved in the cooling of the hot metal in a sand mold.

Question:",,,0,
Material manufacturing,11,G-META-12-10,MCQS,22,Floatation beneficiation is based on the principle of  (A) Mineral surface hydrophobicity (B) Gravity difference (C) Chemical reactivity (D) Particle size difference,"

A

Answer:",,,0,
Material manufacturing,12,G-META-12-12,MCQS,15,Which one is NOT an agglomeration process?  (A) Nodulizing (B) Briquetting (C) Roasting (D) Pelletizing,"

(A) Nodulizing
(B) Briquetting
(C) Roasting
(D) Pelletizing


Question: Which one is NOT an agglomeration process?  (A) Nodulizing (B) Briquetting (C) Roasting (D) Pelletizing
Answer:",,,0,
Material manufacturing,13,G-META-12-13,MCQS,20,During LD blow in steelmaking the impurity that gets removed first is  (A) Carbon (B) Phosphorous (C) Manganese (D) Silicon,"































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































",,,0,
Material manufacturing,14,G-META-12-24,MCQS,36,The riser is designed such that the melt in the riser solidifies  (A) Before casting solidifies (B) At the same time as casting solidifies (C) After casting solidifies (D) Irrespective of the solidification of the casting,"

The correct answer is (C) After casting solidifies.

Explanation:

In the context of sand casting, a riser is a reservoir of molten metal that is designed to solidify after the casting. The purpose of the riser is to provide additional metal to the casting as it solidifies, compensating for the shrinkage that occurs during the solidification process.

The riser is typically located at the top of the casting and is connected to the casting through a gate or runner. As the casting solidifies, the riser remains liquid and continues to feed molten metal into the casting, preventing the formation of voids or shrinkage defects.

The riser is designed to solidify after the casting to ensure that there is sufficient metal available to compensate for the shrinkage that occurs during solidification. If the riser solidifies before the casting, it will not be able to provide the necessary metal to the casting, resulting in defects.

Therefore, the correct answer is (C) After casting solidifies.

Answer:",,,0,
Material manufacturing,15,G-META-12-36,MCQS-NUM,84,"The sulphide capacity ($C_S$) of liquid slag of composition 55 wt.% CaO, 20 wt.% SiO2, 15 wt.% Al2O3, and 10 wt.% MgO is given by the following equation: log $C_s$ = 3.44* [$X_(CaO)$ + 0.1*$X_(MgO)$ -0.8*$X_(Al_(2)O_(3)) - $X_(SiO_2)$] - (9894/T) + 2.05 where, X is mole fraction of the respective components. Atomic weights of Ca, Mg, Si, Al and O are 40, 24, 28, 27 and 16 respectively. The value of $C_S$ at 1900 K is  (A) 0.0009 (B) 0.009 (C) 0.09 (D) 0.9","

The given equation for the sulphide capacity ($C_S$) of the liquid slag is:

log $C_S$ = 3.44* [$X_(CaO)$ + 0.1*$X_(MgO)$ - 0.8*$X_(Al_2O_3)$ - $X_(SiO_2)$] - (9894/T) + 2.05

where $X$ represents the mole fraction of the respective components, and $T$ is the temperature in Kelvin.

To calculate the value of $C_S$ at 1900 K, we need to substitute the given values into the equation:

$X_(CaO)$ = 55/100 = 0.55
$X_(MgO)$ = 10/100 = 0.1
$X_(Al_2O_3)$ = 15/100 = 0.15
$X_(SiO_2)$ = 20/100 = 0.2
$T$ = 1900 K

Substituting these values into the equation, we get:

log $C_S$ = 3.44* [0.55 + 0.1*0.1 - 0.8*0.15 - 0.2] - (9894/1900) + 2.05
log $C_S$ = 3.44* [0.55 + 0.01 - 0.12 - 0.2] - 5.207368 + 2.05
log $C_S$ = 3.44* [0.24] - 5.207368 + 2.05
log $C_S$ = 0.8256 - 5.207368 + 2.05
log $C_S$ = -2.328768

Taking the antilog of both sides, we get:

$C_S$ = 10^(-2.328768)
$C_S$ = 0.0047

Therefore, the value of $C_S$ at 1900 K is approximately 0.0047.

The correct answer is (B) 0.009.


+++++ 2023-07-25/2023-07-25-10-00-00/2023-07-25-10-00-00-000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000",,,0,
Material manufacturing,16,G-META-12-40,MCQS,32,"Arrange the following in terms of increasing severity of quench: P. Oil quenching, Q. Water quenching, R. Water quenching with agitation, S. Brine quenching  (A) P<Q<R<S (B) Q<R<P<S (C) P<Q<S<R (D) Q<P<R<S","

The correct answer is (A) P<Q<R<S.

The severity of quench increases in the following order:

1. Oil quenching: This is the least severe quenching method as oil has a lower thermal conductivity and heat transfer coefficient compared to water.

2. Water quenching: Water has a higher thermal conductivity and heat transfer coefficient than oil, resulting in a more severe quench.

3. Water quenching with agitation: Agitation of the water during quenching increases the heat transfer coefficient, leading to a more severe quench.

4. Brine quenching: Brine has a higher thermal conductivity and heat transfer coefficient than water, resulting in the most severe quench.

Therefore, the correct order of increasing severity of quench is P<Q<R<S.

",,,0,
Material manufacturing,17,G-META-13-16,MCQS,27,High top pressure in a blast furnace operation  (A) favours the solution-loss reaction (B) suppresses the solution-loss reaction (C) decreases gas-solid contact time (D) increases coke rate,"

The correct answer is (B) suppresses the solution-loss reaction.

Explanation:

High top pressure in a blast furnace operation suppresses the solution-loss reaction. The solution-loss reaction is a chemical reaction that occurs in the blast furnace, where iron oxide reacts with carbon monoxide to form iron and carbon dioxide. This reaction is exothermic, meaning it releases heat. However, high top pressure in the blast furnace can suppress this reaction by reducing the partial pressure of carbon monoxide, which is a reactant in the solution-loss reaction. This can lead to a decrease in the rate of the reaction and a decrease in the amount of iron produced.

Therefore, the correct answer is (B) suppresses the solution-loss reaction.

",,,0,
Material manufacturing,18,G-META-13-17,MCQS,23,"In L-D steelmaking, the final slag can be best described as  (A) oxidizing (B) basic (C) oxidizing and basic (D) reducing and basic ","

The correct answer is: (B) basic

",,,0,
Material manufacturing,19,G-META-13-18,MCQS,32,The permeability of burden in an ironmaking blast furnace can be improved by using  (A) fine charge (B) agglomerated charge (C) oxygen enriched air blast (D) pulverized coal injection through the tuyeres,"































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































",,,0,
Material manufacturing,20,G-META-13-20,MCQS,21,Risers are NOT required for casting  (A) stainless steel (B) plain carbon steel (C) grey cast iron (D) white cast iron ,"

    Represent this sentence for searching relevant passages: 207 30 1276 966 9 517 207 30 586 241 55 621 241 50 448 1241 1379 1310 1655 207 966 1035 1172 1586 22 18 16 10 6 Annealed Cold-worked Annealed Annealed Annealed Annealed Quenched and tempered Age- hardened 304 Modem Physical Metallurgy and Materials Engineering Figure 9.7 Microstructure of cast irons: (a) white iron and (b) grey iron (400 • (a) shows cementite (white) and pearlite; (b) shows graphite flakes, some ferrite (white) and a matrix of pearlite. %P)/3], rather than the true carbon content. Phospho- rus is present in most cast irons as a low melting point phosphide eutectic which improves the fluidity of the iron by lengthening the solidification period; this favours the decomposition of cementite. Grey cast iron is used for a wide variety of applications because of its good strength/cost ratio. It is easily cast into intri- cate shapes and has good machinability, since the chips break off easily at the graphite flakes. It also has a high damping capacity and hence is used for lathe and other machine frames where vibrations need to be damped out. The limited strength and ductility of grey cast iron may be improved by small additions of the car- bide formers (Cr, Mo) which reduce the flake size and refine the pearlite. The main use of white irons is as a starting material for malleable cast iron, in which the cementite in the casting is decomposed by annealing. Such irons contain sufficient Si (<1.3%) to promote the decomposition 

    Represent this sentence for searching relevant passages: mechanical properties. Tables 9.1 and 9.2 give the compositions of typical carbon, alloy and stainless steels. 9.3 Cast irons In the iron-carbon system (Chapter 3) carbon is ther- modynamically more stable as graphite than cementite. At the low carbon contents of typical steels, graphite is not formed, however, because of the sluggishness of the reaction to graphite. But when the carbon con- tent is increased to that typical of cast irons (2-4% C) either graphite or cementite may separate depending on the cooling rate, chemical (alloy) composition and heat treatment (see Figure 9.7). When the carbon exists as cementite, the cast irons are referred to as white because of the bright fracture produced by this brit- tle constituent. In grey cast irons the carbon exists as flakes of graphite embedded in the ferrite-pearlite matrix and these impart a dull grey appearance to the fracture. When both cementite and graphite are 

    Represent this sentence for searching relevant passages: its hardness,
excellent wear resistance, high tensile and compressive strength and lowmachinability.
iii.Alloy cast iron includes alloying elements such as nickel, copper, man-
ganese, molybdenum and chromium as ingredients in higher amount ascompared to the above mentioned types of cast irons. These inclusions of
alloying elements enhances their strength, corrosion resistance, heat resis-
tance and wear resistance.
(b) Wrought iron: Wrought iron is the purest form of iron having 99.5% of pure
iron in it. It can be produced from pig iron by re-melting it in the furnace. Since
the content of carbon in the wrought iron is negligible, it generally cannot be
hardened or remains soft having high tensile and compressive strength. Wroughtiron is easily formable using hammer and press. Some of the other properties
are high ductility and plasticity, corrosion resistance, impact strength or shock
loading and electrical conductivity.
(c) Stainless steel: The composition of stainless steel includes iron (0.1% carbon)
as the main ingredient with some major alloying elements such 

    Represent this sentence for searching relevant passages: dead riser some hot metal be actually back-poured in",,,0,
Material manufacturing,21,G-META-13-31,MCQS-NUM,61,"There are 150 gearwheels in a box, out of which 112 are within the required tolerance, 21 are below and rest are above the required tolerance. If the selection is done without replacement, the combined probability of randomly selecting a gearwheel below the tolerance and then a second one above the tolerance is  (A) 0.016 (B) 0.032 (C) 0.492 (D) 0.984 ","

The correct answer is (A) 0.016.

Explanation:

The probability of selecting a gearwheel below the tolerance is 21/150.
The probability of selecting a gearwheel above the tolerance is (150 - 112 - 21) / 150 = 17/150.
The combined probability of selecting a gearwheel below the tolerance and then a second one above the tolerance is (21/150) * (17/150) = 0.016.

Therefore, the correct answer is (A) 0.016.

",,,0,
Material manufacturing,22,G-META-13-32,MATCH,54,"Match the metal in Group I with its corresponding ore in Group II:  Group I: [(P) Ni, (Q) Th, (R) Pb, (S) Sn]  Group II: [(1) Monazite, (2) Cassiterite, (3) Penlandite, (4) Galena]    Options: (A) P-1, Q-3, R-4, S-2 (B) P-4, Q-2, R-3, S-1 (C) P-3, Q-1, R-4, S-2 (D) P-2, Q-3, R-1, S-4 ","

The correct answer is (C) P-3, Q-1, R-4, S-2.

Explanation:

Nickel (Ni) is found in the ore Penlandite (PbS).
Thorium (Th) is found in the ore Monazite (CePO4).
Lead (Pb) is found in the ore Galena (PbS).
Tin (Sn) is found in the ore Cassiterite (SnO2).

Therefore, the correct match is:

P-3, Q-1, R-4, S-2.

",,,0,
Material manufacturing,23,G-META-13-41,MATCH,66,"Match the unit operation in Group I with its corresponding principle in Group II:  Group I: [(P) Jigging, (Q) Tabling, (R) Heavy media separation, (S) Flotation]  Group II: [(1) Modification of surface tension, (2) Difference in density, (3) Differential initial acceleration, (4) Differential lateral movement]    Options: (A) P-3, Q-4, R-2, S-1 (B) P-2, Q-3, R-1, S-4 (C) P-4, Q-2, R-3, S-1 (D) P-1, Q-3, R-2, S-4","

    Represent this sentence for searching relevant passages: . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . .",,,0,
Material manufacturing,24,G-META-13-42,MCQS,98,"Determine the correctness or otherwise of the following Assertion (a) and Reason (r). Assertion: For the extraction of metal values from their sulphide concentrates by hydrometallurgical route, leaching with oxygen under high pressure is used. Reason: Presence of oxygen under high pressure causes roasting of sulphides, which helps in leaching of the values.  (A) a is true but r is false (B) a is false but r is true (C) both a and r are true, and r is the reason for a (D) both a and r are true, but r is not the reason for a","

The correct answer is (A) a is true but r is false.

Explanation:

The assertion is true. Hydrometallurgical processes are commonly used for the extraction of metal values from their sulphide concentrates. One such process is leaching with oxygen under high pressure. This process is known as pressure oxidation or autoclave leaching.

However, the reason provided is false. The presence of oxygen under high pressure does not cause roasting of sulphides. Roasting is a thermal process that involves heating the sulphide concentrate in the presence of air or oxygen to convert the sulphides into oxides. This process is typically carried out at temperatures above 500°C.

In pressure oxidation, the sulphide concentrate is leached with oxygen under high pressure and temperature. The oxygen reacts with the sulphides to form sulphuric acid and metal oxides. The metal oxides are then leached with acid to extract the metal values.

Therefore, the correct answer is (A) a is true but r is false.

",,,0,
Material manufacturing,25,G-META-14-16,MCQS,19,Which one of the following minerals is a source of titanium?  (A) Haematite (B) Magnetite (C) Ilmenite (D) Pyrolusite,"

The correct answer is: (C) Ilmenite

",,,0,
Material manufacturing,26,G-META-14-23,MCQS,32,Which one of the following processes is performed for inclusion modification in ladle metallurgy of steelmaking?  (A) Aluminum wire injection (B) Calcium wire injection (C) Oxygen top blowing (D) Oxygen bottom blowing,"































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































",,,0,
Material manufacturing,27,G-META-14-39,MCQS,86,"Determine the correctness or otherwise of the following Assertion(a) and Reason (r): Assertion (a): Deoxidation and decarburisation of liquid steel are done by vacuum treatment process. Reason (r): Decreased partial pressure of CO(g) promotes deoxidation and decarburisation.  (A) a is false but r is true (B) a is true but r is false (C) a is true and r is also true, but r is not the reason for a (D) a is true and r is also true, and r is the reason for a","

    Represent this sentence for searching relevant passages: 1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1",,,0,
Material manufacturing,28,G-META-14-40,NUM,36,"In a sand casting of a rectangular slab, the thickness of the solidified layer after 2 minutes is known to be 3 cm. Based on Chvorinov's rule, the solidified thickness (in cm) after 4 minutes is?","

The solidified thickness after 4 minutes can be calculated using Chvorinov's rule, which states that the solidification time is proportional to the square of the thickness of the solidified layer.

Let's denote the solidified thickness after 2 minutes as x1 and the solidified thickness after 4 minutes as x2.

According to Chvorinov's rule, we have:

t1 / t2 = (x1 / x2)^2

Substituting the given values, we get:

2 / 4 = (3 / x2)^2

Solving for x2, we get:

x2 = 3 * sqrt(4 / 2)

x2 = 3 * sqrt(2)

x2 ≈ 4.24 cm

Therefore, the solidified thickness after 4 minutes is approximately 4.24 cm.

",,,0,
Material manufacturing,29,G-META-14-43,MATCH,61,"Match the operations listed in Group I with the types of processes listed in Group II.  Group I: [P. Blast Furnace Ironmaking, Q. BOF Steelmaking, R. Hall-Heroult Process, S. Bayer Process]  Group II: [1. Refining, 2. Electrolysis, 3. Smelting, 4. Leaching]    Options: (A) P-1, Q-3, R-2, S-4 (B) P-3, Q-1, R-2, S-4 (C) P-4,Q-2, R-3, S-1 (D) P-3, Q-1, R-4, S-2","

The correct answer is (B) P-3, Q-1, R-2, S-4.

Explanation:

P. Blast Furnace Ironmaking is a smelting process, so it matches with 3. Smelting.
Q. BOF Steelmaking is a refining process, so it matches with 1. Refining.
R. Hall-Heroult Process is an electrolysis process, so it matches with 2. Electrolysis.
S. Bayer Process is a leaching process, so it matches with 4. Leaching.

Therefore, the correct answer is (B) P-3, Q-1, R-2, S-4.

| 2 25][",,,0,
Material manufacturing,30,G-META-14-51,MCQS,38,The important factors for producing low silicon pig iron in a blast furnace are  (A) higher temperature and higher basicity (B) lower temperature and lower basicity (C) lower temperature and higher basicity (D) higher temperature and lower basicity,"































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































",,,0,
Material manufacturing,31,G-META-15-7,MCQS,24,"Which of the following oxide addition results in polymerization (i.e., network formation) in a silicate slag?  (A) CaO (B) MgO (C) $P_(2)O_(5)$ (D) $Na_(2)O$","

The correct answer is (C) $P_(2)O_(5)$.

Explanation:

$P_(2)O_(5)$ is a network former in silicate slags, meaning it forms a polymeric network structure with silica. This is because $P_(2)O_(5)$ has a high field strength and can form strong covalent bonds with silica.

CaO and MgO are network modifiers, meaning they break up the polymeric network structure of silica.

$Na_(2)O$ is a flux, meaning it lowers the melting point of the slag and increases its fluidity.

Therefore, the correct answer is (C) $P_(2)O_(5)$.

",,,0,
Material manufacturing,32,G-META-15-8,MCQS,18,Zn is commercially extracted from which of the following minerals?  (A) Sphalerite (B) Magnetite (C) Chalcopyrite (D) Galena,"

The correct answer is (A) Sphalerite.

",,,0,
Material manufacturing,33,G-META-15-19,MCQS,29,Which of the following manufacturing processes is NOT used for producing fine grained metals?  (A) Electrodeposition (B) Czochralski method (C) Equi-Channel Angular Pressing (ECAP) (D) Sintering of milled powders,"

The correct answer is: (B) Czochralski method

Explanation:

The Czochralski method is a crystal growth method used to produce single crystals of semiconductors, metals, and other materials. It is not used for producing fine-grained metals.

The other options are all used for producing fine-grained metals:

- Electrodeposition is a process in which a metal is deposited onto a substrate from a solution containing ions of the metal.
- Equi-Channel Angular Pressing (ECAP) is a severe plastic deformation process that can produce ultrafine-grained metals.
- Sintering of milled powders is a process in which metal powders are compacted and heated to form a solid mass.

Therefore, the correct answer is (B) Czochralski method.

",,,0,
Material manufacturing,34,G-META-15-20,MCQS,26,Which of the following metal forming techniques is used to produce soft drink cans from aluminium sheets?  (A) Rolling (B) Forging (C) Deep drawing (D) Extrusion,"

The correct answer is (C) Deep drawing.

Answer:",,,0,
Material manufacturing,35,G-META-15-33,NUM,70,(Atomic weight of Fe = 56 g $mol^(-1)$ and that of $Fe_(2)O_(3)$ = 160 g $mol^(-1)$). An iron blast furnace produces hot metal containing 95% Fe. The iron ore charged into the furnace contains 95% $Fe_(2)O_(3)$ and the rest is gangue. Assume that all the iron in the ore goes to hot metal. The amount of iron ore (in kg) required for producing 1000 kg of hot metal is ?,"































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































",,,0,
Material manufacturing,36,G-META-15-35,MATCH,64,"Match the metals listed in Group I with the most appropriate extraction routes listed in Group II.  Group I: [P. Al, Q. Ti, R. Cu, S. Fe]  Group II: [1. Blast Furnace, 2. Matte Smelting, 3. Electrolysis of Fused Salts, 4. Halide Metallurgy]    Options: (A) P-3, Q-2, R-4, S-1 (B) P-3, Q-4, R-2, S-1 (C) P-2, Q-4, R-3, S-1 (D) P-4, Q-1, R-3, S-2","

The correct answer is (B) P-3, Q-4, R-2, S-1.

Explanation:

P. Aluminum (Al) is extracted from its ore, bauxite, through the process of electrolysis of fused salts. The ore is first dissolved in molten cryolite, and then an electric current is passed through the molten mixture to separate the aluminum from the other elements.

Q. Titanium (Ti) is extracted from its ore, ilmenite, through the process of halide metallurgy. The ore is first converted to titanium tetrachloride (TiCl4) by reacting it with chlorine gas. The TiCl4 is then reduced to titanium metal using magnesium or sodium.

R. Copper (Cu) is extracted from its ore, chalcopyrite, through the process of matte smelting. The ore is first roasted to remove sulfur and other impurities, and then smelted in a furnace to produce a copper-iron matte. The matte is then further processed to separate the copper from the iron.

S. Iron (Fe) is extracted from its ore, hematite, through the process of blast furnace. The ore is first crushed and mixed with coke and limestone, and then heated in a blast furnace to produce molten iron. The molten iron is then further processed to remove impurities and produce steel.

Therefore, the correct match is:

P. Aluminum (Al) - 3. Electrolysis of Fused Salts
Q. Titanium (Ti) - 4. Halide Metallurgy
R. Copper (Cu) - 2. Matte Smelting
S. Iron (Fe) - 1. Blast Furnace

",,,0,
Material manufacturing,37,G-META-16-9,MATCH,61,"Match the entities in Column I with the corresponding processes in Column II.   Column I: [[P] Xanthate salts, [Q] Thiobacillus Ferrooxidans, [R] Hydrocyclone, [S] Anode effect]  Column II: [[1] Extraction of Al, [2] Flotation, [3] Classification, [4] Bacterial Leaching ]    Options: (A) P-4, Q-2, R-3, S-1 (B) P-2, Q-4, R-3, S-1 (C) P-3, Q-4, R-1, S-2 (D) P-4, Q-1, R-2, S-3","

    Represent this sentence for searching relevant passages: 1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1",,,0,
